country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
TH,,,,1010,0.183,Residential Biomass Stove
TH,,,,1010,0.608,Residential Biomass Heating
TH,,,,1010,0.291,Commercial Biomass Heating 
TH,,,,1010,0,Industry Natural Gas Heating
TH,,,,1010,25.3,Biomass Extraction
TH,,,,1010,43.6,Coal Extraction
TH,,,,1010,8.92E-07,Geothermal Potential
TH,,,,1010,3.31E-05,Hydro Potential
TH,,,,1010,22.5,Natural Gas Extraction
TH,,,,1010,7.08,Crude Oil Extraction
TH,,,,1010,0.00014,Solar Potential
TH,,,,1010,5.80E-06,Wind Potential
TH,,,,1010,30.7,Coal Imports
TH,,,,1010,909,Light Fuel Oil Imports
TH,,,,1010,0.38,Oil Fired Gas Turbine (SCGT)
TH,,,,1120,2.06,Electricity Distribution
TH,,,,1120,0.0134,Geothermal Power Plant
TH,,,,1120,8.23,Gas Power Plant (CCGT)
TH,,,,1120,4.45,Electricity Transmission
TH,,,,1120,35.8,Coal Power Plant
TH,,,,1120,15.5,Solar PV (Utility)
TH,,,,1120,0.00618,CSP with Storage
TH,,,,1120,2.06,Large Hydropower Plant (Dam) (>100MW)
TH,,,,1120,0.0787,Medium Hydropower Plant (10-100MW)
TH,,,,1120,0,Small Hydropower Plant (<10MW)
TH,,,,1120,0.29,Onshore Wind
TH,,,,1120,0,Offshore Wind
TH,,,,1120,10.2,Utility-scale PV with 2 hour storage
TH,,,,1120,0,Onshore Wind power plant with storage
TH,,,,1120,5.73E-06,Electricity Imports
TH,,,,1120,0,Solar PV (Distributed with Storage)
TH,,,,1120,0,Off-grid Hydropower
TH,,,,1120,4.14E-07,Electricity Exports
TH,,,,1120,0,Electric Bus + Rail
TH,,,,1120,2.15,Gasoline Motorcycle
TH,,,,1120,3.01,Gasoline Car
TH,,,,1120,1.14,Gasoline Bus + Rail
TH,,,,1120,2.89,Industry Biomass Heating 
TH,,,,1120,0.109,Residential Electric Stove
TH,,,,1120,0,Residential Oil Heating
TH,,,,1120,0,Commercial Oil Heating
TH,,,,1120,8.1,Industry Coal Heating
TH,,,,1120,38.6,Biomass Power Plant
TH,,,,1120,0.133,Residential LPG/Kerosene Stove
TH,,,,1120,0.183,Residential Biomass Stove
TH,,,,1120,0.608,Residential Biomass Heating
TH,,,,1120,0.291,Commercial Biomass Heating 
TH,,,,1120,0,Industry Natural Gas Heating
TH,,,,1120,24.9,Biomass Extraction
TH,,,,1120,44,Coal Extraction
TH,,,,1120,8.92E-07,Geothermal Potential
TH,,,,1120,3.24E-05,Hydro Potential
TH,,,,1120,21.8,Natural Gas Extraction
TH,,,,1120,7.08,Crude Oil Extraction
TH,,,,1120,0.000115,Solar Potential
TH,,,,1120,1.14E-06,Wind Potential
TH,,,,1120,36,Coal Imports
TH,,,,1120,909,Light Fuel Oil Imports
TH,,,,1120,0.38,Oil Fired Gas Turbine (SCGT)
BN,,,,0,1.39,Gas Power Plant (CCGT)
BN,,,,0,0.0312,Gas Power Plant (SCGT)
BN,,,,0,1.66,Solar PV (Utility)
BN,,,,0,0.0137,Offshore Wind
BN,,,,0,0.0865,Off-grid Hydropower
BN,,,,0,8.41E-05,Electric Bus + Rail
BN,,,,0,0.00666,Gasoline Motorcycle
BN,,,,0,0.000836,Gasoline Car
BN,,,,0,0.000106,Gasoline Bus + Rail
BN,,,,0,0.00123,Residential Electric Stove
BN,,,,0,0.000638,Residential Oil Heating
BN,,,,0,0.00299,Commercial Oil Heating
BN,,,,0,0.027,Industry Coal Heating
BN,,,,0,0.000208,Residential LPG/Kerosene Stove
BN,,,,0,3.60E-07,Hydro Potential
BN,,,,0,2.31,Natural Gas Extraction
BN,,,,0,1.63,Crude Oil Extraction
BN,,,,0,2.34E-06,Solar Potential
BN,,,,0,4.82E-06,Wind Potential
BN,,,,0,0.0871,Coal Imports
BN,,,,0,0.862,Light Fuel Oil Imports
BN,,,,0,0,Coal Power Plant
BN,,,,0,0,Oil Fired Gas Turbine (SCGT)
BN,,,,0,0,Biomass Power Plant
BN,,,,0,0,Biomass Extraction
BN,,,,0.796,1.41,Gas Power Plant (CCGT)
BN,,,,0.796,0.0275,Gas Power Plant (SCGT)
BN,,,,0.796,1.26,Solar PV (Utility)
BN,,,,0.796,0.0137,Offshore Wind
BN,,,,0.796,0.0865,Off-grid Hydropower
BN,,,,0.796,3.44E-06,Electric Bus + Rail
BN,,,,0.796,0.00666,Gasoline Motorcycle
BN,,,,0.796,0.00216,Gasoline Car
BN,,,,0.796,0.000947,Gasoline Bus + Rail
BN,,,,0.796,0.00123,Residential Electric Stove
BN,,,,0.796,0.000638,Residential Oil Heating
BN,,,,0.796,0.00298,Commercial Oil Heating
BN,,,,0.796,0.028,Industry Coal Heating
BN,,,,0.796,0.000208,Residential LPG/Kerosene Stove
BN,,,,0.796,3.60E-07,Hydro Potential
BN,,,,0.796,2.38,Natural Gas Extraction
BN,,,,0.796,1.69,Crude Oil Extraction
BN,,,,0.796,1.82E-06,Solar Potential
BN,,,,0.796,4.92E-06,Wind Potential
BN,,,,0.796,0.115,Coal Imports
BN,,,,0.796,0.898,Light Fuel Oil Imports
BN,,,,0.796,0.0362,Coal Power Plant
BN,,,,0.796,0,Oil Fired Gas Turbine (SCGT)
BN,,,,0.796,0,Biomass Power Plant
BN,,,,0.796,0,Biomass Extraction
BN,,,,1.59,1.41,Gas Power Plant (CCGT)
BN,,,,1.59,0,Gas Power Plant (SCGT)
BN,,,,1.59,0.661,Solar PV (Utility)
BN,,,,1.59,0.0136,Offshore Wind
BN,,,,1.59,0.0865,Off-grid Hydropower
BN,,,,1.59,0,Electric Bus + Rail
BN,,,,1.59,0.00666,Gasoline Motorcycle
BN,,,,1.59,0.00389,Gasoline Car
BN,,,,1.59,0.00228,Gasoline Bus + Rail
BN,,,,1.59,0.00123,Residential Electric Stove
BN,,,,1.59,0.000638,Residential Oil Heating
BN,,,,1.59,0.00298,Commercial Oil Heating
BN,,,,1.59,0.0301,Industry Coal Heating
BN,,,,1.59,0.000208,Residential LPG/Kerosene Stove
BN,,,,1.59,3.60E-07,Hydro Potential
BN,,,,1.59,2.37,Natural Gas Extraction
BN,,,,1.59,1.85,Crude Oil Extraction
BN,,,,1.59,9.82E-07,Solar Potential
BN,,,,1.59,5.07E-06,Wind Potential
BN,,,,1.59,0.155,Coal Imports
BN,,,,1.59,0.797,Light Fuel Oil Imports
BN,,,,1.59,0.0814,Coal Power Plant
BN,,,,1.59,0.0717,Oil Fired Gas Turbine (SCGT)
BN,,,,1.59,0,Biomass Power Plant
BN,,,,1.59,0,Biomass Extraction
BN,,,,2.39,1.37,Gas Power Plant (CCGT)
BN,,,,2.39,0,Gas Power Plant (SCGT)
BN,,,,2.39,0.0812,Solar PV (Utility)
BN,,,,2.39,0.0135,Offshore Wind
BN,,,,2.39,0.0865,Off-grid Hydropower
BN,,,,2.39,0,Electric Bus + Rail
BN,,,,2.39,0.00666,Gasoline Motorcycle
BN,,,,2.39,0.00373,Gasoline Car
BN,,,,2.39,0.00259,Gasoline Bus + Rail
BN,,,,2.39,0.00123,Residential Electric Stove
BN,,,,2.39,0.000638,Residential Oil Heating
BN,,,,2.39,0.00298,Commercial Oil Heating
BN,,,,2.39,0.0323,Industry Coal Heating
BN,,,,2.39,0.000208,Residential LPG/Kerosene Stove
BN,,,,2.39,3.60E-07,Hydro Potential
BN,,,,2.39,2.4,Natural Gas Extraction
BN,,,,2.39,1.98,Crude Oil Extraction
BN,,,,2.39,1.25E-07,Solar Potential
BN,,,,2.39,5.15E-06,Wind Potential
BN,,,,2.39,0.199,Coal Imports
BN,,,,2.39,0.651,Light Fuel Oil Imports
BN,,,,2.39,0.126,Coal Power Plant
BN,,,,2.39,0.095,Oil Fired Gas Turbine (SCGT)
BN,,,,2.39,0,Biomass Power Plant
BN,,,,2.39,0,Biomass Extraction
BN,,,,6.37,0.966,Gas Power Plant (CCGT)
BN,,,,6.37,0,Gas Power Plant (SCGT)
BN,,,,6.37,0,Solar PV (Utility)
BN,,,,6.37,0.0127,Offshore Wind
BN,,,,6.37,0.0786,Off-grid Hydropower
BN,,,,6.37,0,Electric Bus + Rail
BN,,,,6.37,0.00666,Gasoline Motorcycle
BN,,,,6.37,0.00668,Gasoline Car
BN,,,,6.37,0.00335,Gasoline Bus + Rail
BN,,,,6.37,0.00123,Residential Electric Stove
BN,,,,6.37,0.000638,Residential Oil Heating
BN,,,,6.37,0.00298,Commercial Oil Heating
BN,,,,6.37,0.0352,Industry Coal Heating
BN,,,,6.37,0.000208,Residential LPG/Kerosene Stove
BN,,,,6.37,3.27E-07,Hydro Potential
BN,,,,6.37,1.95,Natural Gas Extraction
BN,,,,6.37,2.21,Crude Oil Extraction
BN,,,,6.37,0,Solar Potential
BN,,,,6.37,4.73E-06,Wind Potential
BN,,,,6.37,0.556,Coal Imports
BN,,,,6.37,0.466,Light Fuel Oil Imports
BN,,,,6.37,0.502,Coal Power Plant
BN,,,,6.37,0.0953,Oil Fired Gas Turbine (SCGT)
BN,,,,6.37,0.000657,Biomass Power Plant
BN,,,,6.37,0.000129,Biomass Extraction
BN,,,,6.37,0.966,Gas Power Plant (CCGT)
BN,,,,6.37,0,Gas Power Plant (SCGT)
BN,,,,6.37,0,Solar PV (Utility)
BN,,,,6.37,0.0127,Offshore Wind
BN,,,,6.37,0.0786,Off-grid Hydropower
BN,,,,6.37,0,Electric Bus + Rail
BN,,,,6.37,0.00666,Gasoline Motorcycle
BN,,,,6.37,0.00668,Gasoline Car
BN,,,,6.37,0.00335,Gasoline Bus + Rail
BN,,,,6.37,0.00123,Residential Electric Stove
BN,,,,6.37,0.000638,Residential Oil Heating
BN,,,,6.37,0.00298,Commercial Oil Heating
BN,,,,6.37,0.0352,Industry Coal Heating
BN,,,,6.37,0.000208,Residential LPG/Kerosene Stove
BN,,,,6.37,3.27E-07,Hydro Potential
BN,,,,6.37,1.95,Natural Gas Extraction
BN,,,,6.37,2.21,Crude Oil Extraction
BN,,,,6.37,0,Solar Potential
BN,,,,6.37,4.73E-06,Wind Potential
BN,,,,6.37,0.556,Coal Imports
BN,,,,6.37,0.466,Light Fuel Oil Imports
BN,,,,6.37,0.502,Coal Power Plant
BN,,,,6.37,0.0953,Oil Fired Gas Turbine (SCGT)
BN,,,,6.37,0.000657,Biomass Power Plant
BN,,,,6.37,0.000129,Biomass Extraction
BN,,,,7.17,0.954,Gas Power Plant (CCGT)
BN,,,,7.17,0,Gas Power Plant (SCGT)
BN,,,,7.17,0,Solar PV (Utility)
BN,,,,7.17,0.0127,Offshore Wind
BN,,,,7.17,0.0786,Off-grid Hydropower
BN,,,,7.17,0,Electric Bus + Rail
BN,,,,7.17,0.00666,Gasoline Motorcycle
BN,,,,7.17,0.00668,Gasoline Car
BN,,,,7.17,0.00335,Gasoline Bus + Rail
BN,,,,7.17,0.00123,Residential Electric Stove
BN,,,,7.17,0.000638,Residential Oil Heating
BN,,,,7.17,0.00298,Commercial Oil Heating
BN,,,,7.17,0.0352,Industry Coal Heating
BN,,,,7.17,0.000208,Residential LPG/Kerosene Stove
BN,,,,7.17,3.27E-07,Hydro Potential
BN,,,,7.17,1.86,Natural Gas Extraction
BN,,,,7.17,2.21,Crude Oil Extraction
BN,,,,7.17,0,Solar Potential
BN,,,,7.17,4.73E-06,Wind Potential
BN,,,,7.17,0.624,Coal Imports
BN,,,,7.17,0.466,Light Fuel Oil Imports
BN,,,,7.17,0.514,Coal Power Plant
BN,,,,7.17,0.0953,Oil Fired Gas Turbine (SCGT)
BN,,,,7.17,0.000657,Biomass Power Plant
BN,,,,7.17,0.000129,Biomass Extraction
BN,,,,7.96,0.724,Gas Power Plant (CCGT)
BN,,,,7.96,0,Gas Power Plant (SCGT)
BN,,,,7.96,0,Solar PV (Utility)
BN,,,,7.96,0.0126,Offshore Wind
BN,,,,7.96,0,Off-grid Hydropower
BN,,,,7.96,0,Electric Bus + Rail
BN,,,,7.96,0.00666,Gasoline Motorcycle
BN,,,,7.96,0.00656,Gasoline Car
BN,,,,7.96,0.00322,Gasoline Bus + Rail
BN,,,,7.96,0.00123,Residential Electric Stove
BN,,,,7.96,0.000638,Residential Oil Heating
BN,,,,7.96,0.00298,Commercial Oil Heating
BN,,,,7.96,0.0352,Industry Coal Heating
BN,,,,7.96,0.000208,Residential LPG/Kerosene Stove
BN,,,,7.96,0,Hydro Potential
BN,,,,7.96,1.31,Natural Gas Extraction
BN,,,,7.96,2.21,Crude Oil Extraction
BN,,,,7.96,0,Solar Potential
BN,,,,7.96,4.69E-06,Wind Potential
BN,,,,7.96,1.08,Coal Imports
BN,,,,7.96,0.466,Light Fuel Oil Imports
BN,,,,7.96,0.769,Coal Power Plant
BN,,,,7.96,0.0835,Oil Fired Gas Turbine (SCGT)
BN,,,,7.96,0.000229,Biomass Power Plant
BN,,,,7.96,4.43E-05,Biomass Extraction
